"authorsTitle.o","correlation.o","fis.o","seFish.o","n.o","pValFish.o","pVal.o","testStatistic.o","correlation.r","fis.r","n.r","seFish.r","pValFish.r","pVal.r","testStatistic.r","seDifference.ro","source","abrev","cohenD.o","seCohenD.o","cohenD.r","seCohenD.r","significant.r","significantSameDirection.r","fisherZDiff","correlationDifference.ro","percentageChangeES.ro","cleanedpVal.r","cleanedpVal.o","seFishAprox.r","seFishAprox.o","cohensD.r","cohensD.o","bf10","bf01","bfplus0","bf0plus","bfRep0","bf0Rep","statisticallyEquiv.ro","normalisedpVal.r","minDetectableZ","probRealEffect","trueRepEffect","probH1Original","probH1decrease","probH0True","mostLikelyClass"
"JT Larsen, AR McKibban-Is happiness having what you want, wanting what you have, or both?",0.20996855,0.213138445861106,0.0936585811581694,117,0.0114321095124193,"prep = .92","pr = .21",0.500179963,0.549546123796944,236,0.0655121782080418,2.46280996982538e-17,"0.001","pr = 0.497",0.114296873614827,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.336407677935838,0.290211413,1.57835287095535,0.000999999999999778,NA,0.0655121782080418,0.0936585811581694,1.16,0.43,26189961245895.5,3.8182568909174e-14,52379922491790.1,1.90912844545873e-14,2763384345847.27,3.6187510488824e-13,FALSE,0.0316280494375682,0.154054656913144,0.99077,0.507372896595805,0.83175,0.1658,0.00245,"H1 original effect"
"KD Vohs, JW Schooler-The value of believing in free will: Encouraging a belief in determinism increases cheating.",0.498149178,0.546841417850272,0.192450089729875,30,0.00224529427453085,"<.01","t(28) = 3.04",0.102355162,0.102714869812966,58,0.134839972492648,0.223103460912582,"0.44","t(56) = -.77",0.234986925633864,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.444126548037307,-0.395794016,-0.812166989441372,0.44,0.05,0.134839972492648,0.192450089729875,0.21,1.15,0.217922442581028,4.58878850730659,0.337291005624704,2.96479889271841,0.16134271818933,6.19798656687149,FALSE,0.725253222200054,0.316552228099322,0.77132,0.156997438919172,0.236375,0.64245,0.121175,"H1 attenuated"
"L Demany, W Trost, M Serman, C Semal-Auditory change detection: simple sounds are not memorized better than complex sounds",0.496363588,0.544469283070039,0.353553390593274,11,0.0617811896636615,"0.005","F(3, 9) = 8.5",0.505151268,0.556198279242192,14,0.301511344577764,0.0325405225752676,"< .001","F(3,12)= 13.06",0.464660188642293,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.0117289961721539,0.00878767999999996,0.0215420714021165,0.001,0.00499999999999978,0.301511344577764,0.353553390593274,1.17,1.14,1.54541386233989,0.647075857392605,2.95879129482001,0.337975849040354,3.87589370541215,0.258005011490289,FALSE,0.0316280494375717,0.581543576838337,0.9534975,0.461919108209003,0.535125,0.439,0.025875,"H1 original effect"
"LE Williams, JA Bargh-Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0.233776428,0.238180507391454,0.111803398874989,83,0.0165713138358745,"prep = .95","F(2, 81) = 4.97",0.044266281,0.0442952283539177,124,0.0909090909090909,0.313041469558426,"0.787","F(2,122) = 0.24",0.144098795310431,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.193885279037537,-0.189510147,-0.814026643745797,0.787,0.05,0.0909090909090909,0.111803398874989,0.09,0.48,0.126361057196396,7.91383059138035,0.173343915898312,5.76887856039104,0.300970960131183,3.32257969195478,FALSE,1.09108936719778,0.183900226145029,0.849405,0.0652986610270536,0.3737,0.539825,0.086475,"H1 attenuated"
"M Tamir, C Mitchell, JJ Gross-Hedonic and instrumental motives in anger regulation.",0.593405778,0.68290665629042,0.0788110406239101,164,2.25530589678038e-18,"<.001","F(2, 162) = 192.89",0.609913782,0.708784059252991,176,0.0760285921269706,5.67624910365238e-21,"< .0001","F(2, 174) = 252.83",0.109505830644002,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.0258774029625715,0.016508004,0.0378930308032707,0.001,0.001,0.0760285921269706,0.0788110406239101,1.54,1.47,22586726960710424,4.42737897234734e-17,45173453921421856,2.21368948617362e-17,250802170426495520,3.98720632401017e-18,FALSE,0.0316280494375717,0.129632626014058,0.999835,0.684875299914095,0.8689,0.131075,2.5e-05,"H1 original effect"
"N Epley, S Akalis, A Waytz, JT Cacioppo-Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0.172960188,0.174716536811263,0.0966736489045664,110,0.0353591675960544,"0.01","F(4, 108) = 3.67",0.061707156,0.0617856577111544,152,0.081923192051904,0.22536755054936,"0.68","F(4, 150) = .58",0.126717022489074,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.112930879100109,-0.111253032,-0.646366286564516,0.68,0.00999999999999978,0.081923192051904,0.0966736489045664,0.12,0.35,0.13461015705155,7.42885991595004,0.20823137278155,4.8023503213854,0.591758483043171,1.68987860530095,FALSE,0.969532110115768,0.159014002031309,0.8745225,0.0714092318113775,0.4274,0.50015,0.07245,"H1 attenuated"
"N Halevy, G Bornstein, L Sagiv-<f1>In_Group Love<ee> and <f1>Out_Group Hate<ee> as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0.768651993,1.01702492443777,0.115470053837925,78,6.38731781815835e-19,"0","F(1, 76) = 109.74",0.652982567,0.780480766803962,38,0.169030850945703,1.94301562277634e-06,"0.0001","F(1, 36) = 26.76",0.204706526287664,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,-0.236544157633808,-0.115669426,-0.23258442536654,9.9999999999778e-05,-2.22044604925031e-16,0.169030850945703,0.115470053837925,1.72,2.4,2690.87564728515,0.000371626240331436,5381.71082900323,0.000185814517311257,10003.590942453,9.99641034657091e-05,FALSE,0.010000166674156,0.189931336859593,0.999265,0.792923615485015,0.591325,0.408375,3e-04,"H1 original effect"
"N Janssen, FX Alario, A Caramazza-A word-order constraint on phonological activation",0.649955571,0.775221776719086,0.277350098112615,16,0.00259416820478405,"<.007","t(14) = 3.2",0.497082522,0.545423705409234,13,0.316227766016838,0.0422834556118971,"0.09","t(11) = 1.9",0.420622249676687,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.229798071309851,-0.152873049,-0.296428813290577,0.0899999999999998,0.001,0.316227766016838,0.277350098112615,1.15,1.71,1.31994846816207,0.757605333935818,2.49680988462239,0.400511070610103,3.34623385423751,0.29884342922825,FALSE,0.304692654015397,0.456200314815881,0.953815,0.543963223466142,0.486375,0.48645,0.027175,"H1 attenuated"
"P Bressan, D Stranieri-The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.188662549,0.190949992796085,0.0719815750748694,196,0.0039918061401449,"0.008","F(1, 194) = 7.16",-0.030172295,-0.0301814559621975,261,0.062257280636469,0.686085910775981,"0.628","F(1,259) = 0.236",0.0951699329752161,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.221131448758283,-0.218834844,-1.15805947683082,0.628,0.00799999999999978,0.062257280636469,0.0719815750748694,-0.06,0.38,0.0871280791174198,11.4773562108758,0.0547890245581902,18.2518306917095,0.0512358060842083,19.5176006083803,TRUE,0.914839180230315,0.118399154835579,0.82254,-0.0135177016065569,0.346975,0.544975,0.10805,"H1 attenuated"
"P Bressan, D Stranieri-The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.188662549,0.190949992796085,0.0719815750748694,196,0.0039918061401449,"0.008","F(1, 194) = 7.16",0.018283411,0.0182854486872587,316,0.0565233418944221,0.373157315216291,"0.746","F(1,314) = 0.105",0.0915217751640166,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.172664544108827,-0.170379138,-0.90423959477817,0.746,0.00799999999999978,0.0565233418944221,0.0719815750748694,0.04,0.38,0.0742209065854452,13.4732927150219,0.0930063511006065,10.751953906011,0.113364858490972,8.82107571350811,TRUE,1.04259093568173,0.118399154835579,0.8503375,0.0282331182355554,0.381675,0.52905,0.089275,"H1 attenuated"
"S Forti, GW Humphreys-Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0.722536382,0.91293165300265,0.288675134594813,15,0.000782135875871629,"prep = .99","F(1, 13) = 14.2",0.207514339,0.210572424096054,20,0.242535625036333,0.192639048279168,"0.369","F(1,18)=0.81",0.377036951431949,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.702359228906596,-0.515022043,-0.769344809763714,0.369,0.05,0.242535625036333,0.288675134594813,0.42,2.09,0.397002812903674,2.51887384042952,0.634141357632321,1.57693547024543,0.252004349966577,3.96818547034061,FALSE,0.652851155982093,0.474828342148982,0.782875,0.335682218667476,0.208425,0.680675,0.1109,"H1 attenuated"
"S Schnall, J Benton, S Harvey-With a clean conscience: Cleanliness reduces the severity of moral judgments.",0.400010244,0.423661125491187,0.158113883008419,43,0.00368696007124068,"prep = .97","F(1, 41) = 7.81",0.002839798,0.00283980563384237,126,0.0901669634667432,0.487437402533857,"0.97","F(1, 124) = 0.001",0.182016706103624,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.420821319857345,-0.397170446,-0.99329698793924,0.97,0.001,0.0901669634667432,0.158113883008419,0.01,0.87,0.111487645406574,8.96960372921315,0.114272463039205,8.75101466620976,0.040915666462881,24.4405159795504,TRUE,1.39671331615842,0.260074193937779,0.7000625,0.0377749140473272,0.20955,0.61545,0.175,"H1 attenuated"
"SE Palmer, T Ghose-Extremal edge: a powerful cue to depth perception and figure-ground organization",0.859552403,1.29162832504362,0.408248290463863,9,0.000778537693190146,"<.001","t(7) = 4.45",0.120073568,0.120655671934318,9,0.408248290463863,0.38378885543304,"0.76","t(7) = 0.32",0.577350269189626,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-1.1709726531093,-0.739478835,-0.906586384337581,0.76,0.001,0.408248290463863,0.408248290463863,0.24,3.36,0.423806410289621,2.35956789638132,0.516847973132528,1.93480491746765,0.163572834794721,6.1134845602876,FALSE,1.05882363874542,0.671508681266223,0.708495,0.404370921520078,0.2104,0.63825,0.15135,"H1 attenuated"
"SJ Heine, EE Buchtel, A Norenzayan-What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0.43,0.459896681212679,0.122169444356305,70,8.3469194355202e-05,"X","r = -0.43",0.11,0.110446915790097,16,0.277350098112615,0.345233268580765,"0.345233268580765","r=.-11",0.303065092112908,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.349449765422581,-0.32,-0.759844068674587,0.345233268580765,0.001,0.277350098112615,0.122169444356305,0.22,0.95,0.332828680234538,3.00454876453351,0.431941864090408,2.31512637031796,0.495562200737806,2.01791016044237,FALSE,0.628046983205963,0.200950853652115,0.8557625,0.244110589275145,0.370325,0.54885,0.080825,"H1 attenuated"
"SK Moeller, MD Robinson, DL Zabelina-Personality dominance and preferential use of the vertical dimension of space",0.31,0.320545409301946,0.14142135623731,53,0.0117073872271915,"<.05","r = -.31",-0.034,-0.0340131104279282,72,0.120385853085769,0.611233004075331,"0.78","r = 0.034",0.185722248595015,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.354558519729874,-0.344,-1.10611011557457,0.78,0.001,0.120385853085769,0.14142135623731,-0.07,0.65,0.15310692682426,6.53138313688331,0.119382247361291,8.37645480884325,0.119112522014017,8.39542294203394,TRUE,1.08259106339798,0.232617430735335,0.7682925,0.0252574209649688,0.284375,0.57675,0.138875,"H1 attenuated"
"T Goschke, G Dreisbach-Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0.374787884,0.393981877130233,0.164398987305357,40,0.00827628739687403,"prep = .927","F(1, 38) = 6.21",0.411336583,0.437218946739661,95,0.104257207028537,1.37246582117822e-05,"0.000035","F(1, 93)=18.94",0.19467047091025,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.0432370696094278,0.036548699,0.109743803254015,3.4999999999778e-05,0.01,0.104257207028537,0.164398987305357,0.9,0.81,594.633420867828,0.0016817083683937,1189.24204728426,0.000840871715126106,2861.87160097335,0.000349421686025289,FALSE,0.0059161142940898,0.270412270536366,0.984445,0.41128213549094,0.639025,0.35445,0.006525,"H1 original effect"
"V Lobue, JS DeLoache-Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0.483442318,0.527466797836033,0.152498570332605,46,0.00027126249895807,"<.01","F(1, 44) = 13.42",0.177837588,0.179748763345337,46,0.152498570332605,0.119260527643946,"0.237","F(1, 44) = 1.437",0.215665546406877,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.347718034490696,-0.30560473,-0.65922260115183,0.237,0.01,0.152498570332605,0.152498570332605,0.36,1.1,0.361969804312063,2.7626613824889,0.634499642504012,1.5760450172258,0.443713541672141,2.25370629039511,FALSE,0.508452920174341,0.250837826516499,0.85779,0.238147576594649,0.2875,0.6392,0.0733,"H1 attenuated"
"Z Estes, M Verges, LW Barsalou-Head up, foot down: Object words orient attention to the objects' typical location.",0.595271914,0.685792015328455,0.25,19,0.00304247669113892,"prep = .97","F(1, 17) = 9.33",0.25414164,0.259835474573725,23,0.223606797749979,0.122613758219691,"0.24","F(1, 21) = 1.45",0.335410196624968,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.42595654075473,-0.341130274,-0.621116214878532,0.24,0.001,0.223606797749979,0.25,0.53,1.48,0.493064017456061,2.02813420691181,0.857033639869822,1.16681534245481,0.734482589643331,1.36150266064932,FALSE,0.511972688049476,0.411213406737868,0.8784625,0.337124418862413,0.3227,0.611025,0.066275,"H1 attenuated"
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,"0","r = .42",0.77,1.02,5609,0.013355909059818,0,"<.001","t=90.49",0.100887959176574,"Klein et al. (2014)
 Many Labs 1","ML1",0.93,NA,2.42,NA,TRUE,TRUE,0.57,0.35,1.26666666666667,1e-10,-2.22044604925031e-16,0.013355909059818,0.1,2.41,0.93,-62611604430068392,-1.59714801928916e-17,Inf,0,Inf,0,FALSE,1.00000000001667e-05,0.164485362695147,0.999995,1.01667029366695,0.9917,0.0083,0,"H1 original effect"
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,"0","r = .42",0.74,0.96,5627,0.0133345186765666,0,"<.001","t=83.66",0.100885129669024,"Klein et al. (2014)
 Many Labs 1","ML1",0.93,NA,2.23,NA,TRUE,TRUE,0.51,0.32,1.13333333333333,1e-10,-2.22044604925031e-16,0.0133345186765666,0.1,2.2,0.93,-115841349365302096,-8.63249612922352e-18,Inf,0,Inf,0,FALSE,1.00000000001667e-05,0.164485362695147,0.9999975,0.95696535375081,0.98815,0.01185,0,"H1 original effect"
"Rugg, 1941",0.31,0.32,0.0196229377069556,2600,0,NA,"No statistical test reported",0.7,0.87,6292,0.0126098291575175,NA,"<.001","X^2=3088.7",0.0233252540314749,"Klein et al. (2014)
 Many Labs 1","ML1",0.65,NA,1.96,NA,TRUE,TRUE,0.55,0.39,1.71875,1e-10,0.05,0.0126098291575175,0.0196229377069556,1.96,0.65,Inf,0,Inf,0,Inf,0,FALSE,1.00000000001667e-05,0.0322768602587287,0.9998175,0.866660974591961,0.970825,0.029175,0,"H1 original effect"
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,"0","r = .42",0.67,0.81,5284,0.0137607440250136,0,"<.001","t=65.00",0.100942350260542,"Klein et al. (2014)
 Many Labs 1","ML1",0.93,NA,1.79,NA,TRUE,TRUE,0.36,0.25,0.8,1e-10,-2.22044604925031e-16,0.0137607440250136,0.1,1.81,0.93,46008855888876176,2.17349460376774e-17,Inf,0,Inf,0,FALSE,1.00000000001667e-05,0.164485362695147,0.999955,0.807601959198593,0.97075,0.029225,2.5e-05,"H1 original effect"
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,"0","r = .42",0.5,0.56,5362,0.0136602334526525,0,"<.001","t=42.86",0.100928697494721,"Klein et al. (2014)
 Many Labs 1","ML1",0.93,NA,1.17,NA,TRUE,TRUE,0.11,0.08,0.244444444444445,1e-10,-2.22044604925031e-16,0.0136602334526525,0.1,1.15,0.93,103247349054606880,9.68547869903281e-18,Inf,0,Inf,0,FALSE,1.00000000001667e-05,0.164485362695147,0.998695,0.558927623203466,0.851975,0.147775,0.00025,"H1 original effect"
"Nosek, Banaji, & Greenwald, 2002",0.42,0.45,0.0645497224367903,243,0,"0","r = .42, n = 243",0.37,0.39,5623,0.0133392632128052,0,"<.001","r=.38",0.0659135995810209,"Klein et al. (2014)
 Many Labs 1","ML1",0.93,NA,0.79,NA,TRUE,TRUE,-0.06,-0.05,-0.133333333333333,1e-10,-2.22044604925031e-16,0.0133392632128052,0.0645497224367903,0.8,0.93,7.23428675323154e+177,1.38230627857446e-178,1.44685735064812e+178,6.91153139286365e-179,Inf,0,FALSE,1.00000000001667e-05,0.106174845068865,0.9901325,0.3897828106711,0.632325,0.36385,0.003825,"H1 original effect"
"Oppenheimer & Monin, 2009",0.33,0.34,0.133630620956212,59,0.01,"< .05","t(57) = 2.65, p < .05, Cohen<U+0092>s d = 0.69",0.29,0.3,5942,0.0129760747108476,0,"<.001","t=24.01",0.134259157497894,"Klein et al. (2014)
 Many Labs 1","ML1",0.69,NA,0.61,NA,TRUE,TRUE,-0.04,-0.04,-0.11764705882353,1e-10,0.001,0.0129760747108476,0.133630620956212,0.61,0.7,3.04940425372354e+111,3.27932906494417e-112,6.0988085074486e+111,1.63966453247168e-112,Inf,0,FALSE,1.00000000001667e-05,0.219802811551603,0.9690625,0.299813099476833,0.54725,0.438525,0.014225,"H1 original effect"
"Tversky & Kahneman, 1981",0.49,0.54,0.0573539334676404,307,0,NA,"No statistical test reported",0.29,0.3,6271,0.0126309351709569,NA,"<.001","X^2=516.4",0.0587283083998121,"Klein et al. (2014)
 Many Labs 1","ML1",1.13,NA,0.6,NA,TRUE,TRUE,-0.24,-0.2,-0.444444444444444,1e-10,NA,0.0126309351709569,0.0573539334676404,0.61,1.12,5.60411146997989e+117,1.78440419209504e-118,1.12082229399681e+118,8.92202096046857e-119,Inf,0,FALSE,1.00000000001667e-05,0.0943388254841818,0.962675,0.30059161663933,0.27885,0.704525,0.016625,"H1 attenuated"
"Nosek, Banaji, & Greenwald, 2002",0.45,0.49,0.114707866935281,79,0,"1e-04","t(77) = 4.42, p = 10e-5 , d = 1.01",0.26,0.26,5842,0.0130867185509555,0,"<.001","t=19.28",0.11545196810481,"Klein et al. (2014)
 Many Labs 1","ML1",1.01,NA,0.53,NA,TRUE,TRUE,-0.23,-0.19,-0.469387755102041,1e-10,9.9999999999778e-05,0.0130867185509555,0.114707866935281,0.54,1.01,8.82615324904695e+86,1.13299641619975e-87,1.76523064981112e+87,5.66498208099321e-88,Inf,0,FALSE,1.00000000001667e-05,0.188677650968364,0.94458,0.260458300382029,0.327125,0.64845,0.024425,"H1 attenuated"
"Schwarz et al., 1985",0.24,0.25,0.0880450906325624,132,0.01,"< .01","<U+03C7>2(1)= 7.7, p < .01",0.24,0.24,5899,0.0130233065267656,NA,"<.001","X^2=342.4",0.0890030589215125,"Klein et al. (2014)
 Many Labs 1","ML1",0.5,NA,0.49,NA,TRUE,TRUE,-0.01,0,-0.04,5e-04,0.001,0.0130233065267656,0.0880450906325624,0.49,0.49,1.42623345290475e+74,7.01147486032766e-75,2.85246690580512e+74,3.50573743016923e-75,Inf,0,FALSE,0.0223625435843667,0.144821286662241,0.9504325,0.23976256302347,0.5482,0.4248,0.027,"H1 original effect"
"Hyman and Sheatsley, 1950",0.08,0.08,0.024883630089672,1618,0,NA,"No statistical test reported",0.15,0.15,6276,0.0126259003179762,NA,"<.001","X^2=135.3",0.0279035554236212,"Klein et al. (2014)
 Many Labs 1","ML1",0.16,NA,0.3,NA,TRUE,TRUE,0.07,0.07,0.875,1e-04,0.001,0.0126259003179762,0.024883630089672,0.3,0.16,1.55965877148804e+29,6.41165887231806e-30,3.11931754296985e+29,3.20582943616544e-30,Inf,0,FALSE,0.0100001666741671,0.0409299292047157,0.9099125,0.149490249523872,0.5338,0.418425,0.047775,"H1 original effect"
"Oppenheimer et al., 2009",0.11,0.11,0.0690065559342354,213,0.1,"0.1","F(1, 211) = 2.74, p = .1, partial <U+03B7>2=.01",0.13,0.13,6330,0.0125719047734119,0,"<.001","t=10.83",0.0701424090799318,"Klein et al. (2014)
 Many Labs 1","ML1",0.227912862495395,NA,0.27,NA,TRUE,TRUE,0.02,0.02,0.181818181818182,0.001,0.0999999999999998,0.0125719047734119,0.0690065559342354,0.26,0.22,4.08162622571464e+21,2.45000385802086e-22,8.16325245144255e+21,1.22500192900844e-22,Inf,0,FALSE,0.0316280494375717,0.113505683811857,0.905065,0.129732476251797,0.50555,0.4408,0.05365,"H1 original effect"
"Husnu & Crisp, 2010",0.39,0.42,0.182574185835055,33,0.03,"0.023","t(31) = -2.39, p = .023, d = .86",0.06,0.06,6336,0.0125659479359425,0,"<.001","t=5.05",0.183006110228217,"Klein et al. (2014)
 Many Labs 1","ML1",0.86,NA,0.13,NA,TRUE,TRUE,-0.36,-0.33,-0.857142857142857,0.001,0.0229999999999998,0.0125659479359425,0.182574185835055,0.12,0.85,1432.12976983093,0.000698260744986854,2864.25701102294,0.000349130680714598,1187.13858162373,0.000842361637874015,TRUE,0.0316280494375717,0.300307811758503,0.7553625,0.0605779211232413,0.23885,0.62245,0.1387,"H1 attenuated"
"Carter et al., 2011; Study 2",0.24,0.25,0.125988157669742,66,0.05,"< .05","t(64) = -2.04, p < .05",0.01,0.01,4896,0.0142959293133232,0.29,"0.379","t=0.88",0.12679664612263,"Klein et al. (2014)
 Many Labs 1","ML1",0.5,NA,0.03,NA,FALSE,FALSE,-0.24,-0.23,-0.96,0.379,0.001,0.0142959293133232,0.125988157669742,0.02,0.49,0.0228744593881194,43.7168801689531,0.0346709162386411,28.8426182082114,0.0278721869305093,35.8780601785282,TRUE,0.663184867624165,0.20723207809601,0.80936,0.0107659751043301,0.3177,0.566725,0.115575,"H1 attenuated"
"Caruso et al., 2012",0.37,0.39,0.192450089729875,30,0.05,"0.043","t(28) = 2.12, p = .043, d = 0.80",-0.01,-0.01,6333,0.0125689252959975,0.43,"0.83099999999999996","t=-0.79",0.192860091569338,"Klein et al. (2014)
 Many Labs 1","ML1",0.8,NA,-0.02,NA,FALSE,FALSE,-0.4,-0.38,-1.02564102564103,0.831,0.0429999999999998,0.0125689252959975,0.192450089729875,-0.02,0.8,0.0216111282810586,46.2724568099698,0.00921282879358544,108.544294310154,0.0124707936659723,80.1873583017085,TRUE,1.1471401927856,0.316552228099322,0.69783,-0.00933273906246492,0.238475,0.578375,0.18315,"H1 attenuated"
"Stroop Task (originally from Stroop, 1935, adapted for this project from Inzlicht, M., & Gutsell, J. N. (2007). Running on empty neural signals for self-control failure. Psychological Science, 18(11), 933-937.)",0.71407,0.89545,0.182574185835055,33,NA,"prep = .97","t(31)= 3.05, prep = .97, d = 1.10",0.41415,0.44061,3337,0.0173187762846455,NA,"0","t (3336) =  49.795",0.18339376583006,"Ebersole et al. (2016)
 Many Labs 3","ML3",2.04,NA,0.91,NA,TRUE,TRUE,-0.45484,-0.29992,-0.50794572561282,-2.22044604925031e-16,0.022,0.0173187762846455,0.182574185835055,0.91,2.04,3.30857036513544e+134,3.02245347579019e-135,6.61714073027749e+134,1.51122673789358e-135,Inf,0,FALSE,NA,0.300307811758503,0.98769,0.442072460745057,0.161275,0.836125,0.0026,"H1 attenuated"
"Boroditsky, L. (2000). Metaphoric structuring: Understanding time through spatial metaphors. Cognition, 75(1), 1-28.",0.30045,0.31001,0.0599760143904067,281,NA,"<.05","chi^2,(1,  N= 56) = 5.2, p < 0.05",0.1435,0.1445,1335,0.0273998312175595,NA,"0","chi^2 (1) =  21.90",0.0659384034755849,"Ebersole et al. (2016)
 Many Labs 3","ML3",0.63,NA,0.29,NA,TRUE,TRUE,-0.16551,-0.15695,-0.533886003677301,-2.22044604925031e-16,0.001,0.0273998312175595,0.0599760143904067,0.29,0.63,35402.4951865912,2.8246596595224e-05,70804.985316789,1.41232993061985e-05,20269.1097651004,4.9336157906738e-05,FALSE,NA,0.0986517648001542,0.8985325,0.146347957729019,0.374075,0.5694,0.056525,"H1 attenuated"
"Tversky, A., & Kahneman, D. (1973). Availability: A heuristic for judging frequency and probability. Cognitive psychology, 5(2), 207-232.",0.37935,0.3993,0.081923192051904,152,NA,"< .001","p < .001, by sign test",0.04495,0.04498,3088,0.0180041414288477,NA,"0.01252","Psdep  (NA) =  .522",0.0838782361793756,"Ebersole et al. (2016)
 Many Labs 3","ML3",0.82,NA,0.09,NA,TRUE,TRUE,-0.35432,-0.3344,-0.887352867518157,0.0125199999999998,0.001,0.0180041414288477,0.081923192051904,0.09,0.82,0.510094362572067,1.96042158740525,1.01380532415279,0.986382667535973,0.000851629918744002,1174.21896294439,TRUE,0.112127614164437,0.134751659578016,0.7063075,0.0466330781259645,0.146275,0.68905,0.164675,"H1 attenuated"
"Galinsky, A. D., Magee, J. C., Inesi, M. E., & Gruenfeld, D. H. (2006). Power and perspectives not taken. Psychological Science, 17(12), 1068-1074.",0.35929,0.37607,0.160128153805087,42,NA,"prep = .93","t(40) = 2.47, prep = .93, d = 0.77.",0.015,0.015,2969,0.0183617650764533,NA,"0.41406","t (2967) =  .89",0.161177479995651,"Ebersole et al. (2016)
 Many Labs 3","ML3",0.77,NA,0.03,NA,FALSE,FALSE,-0.36107,-0.34429,-0.960113808599463,0.41406,NA,0.0183617650764533,0.160128153805087,0.03,0.77,0.032106951154112,31.14590342758,0.0509194210261696,19.6388721601147,0.0151697991341645,65.9204509668068,TRUE,0.699029286549013,0.263387374563341,0.7260125,0.0163962255034408,0.2349,0.603175,0.161925,"H1 attenuated"
"Jostmann, N. B., Lakens, D., & Schubert, T. W. (2009). Weight as an embodiment of importance. Psychological science, 20(9), 1169-1174.",0.28295,0.29088,0.145864991497895,50,NA,"<.05","F(1, 49) 5 4.33, p < .05, prep 5 .92, partial eta^2 = .08.",0.015,0.015,2285,0.0209335160604666,NA,"0.47374","t (2283) =  .61",0.147359451136785,"Ebersole et al. (2016)
 Many Labs 3","ML3",0.59,NA,0.03,NA,FALSE,FALSE,-0.27588,-0.26795,-0.948432343234323,0.47374,NA,0.0209335160604666,0.145864991497895,0.03,0.59,0.0338865565718722,29.5102276880519,0.0517187022810343,19.3353652720461,0.0351339749695495,28.4624782953451,TRUE,0.759126076007613,0.239926560310558,0.7903325,0.016677428516696,0.300525,0.575375,0.1241,"H1 attenuated"
"Szymkow, A., Chandler, J., IJzerman, H., Parzuchowski, M., & Wojciszke, B. (2013). Warmer hearts, warmer rooms. Social Psychology, 44(2), 167-176.",0.39503,0.41774,0.113960576459638,80,NA,"< .001","t(78) = 3.85, p < .001, d = .86",0.005,0.005,3119,0.0179143590975005,NA,"0.78018","t (3117) =  .22",0.115360033152246,"Ebersole et al. (2016)
 Many Labs 3","ML3",0.86,NA,0.01,NA,FALSE,FALSE,-0.41274,-0.39003,-0.988030832575286,0.78018,NA,0.0179143590975005,0.113960576459638,0.01,0.86,0.0233307128629053,42.8619565066934,0.0284584810860738,35.1389098025105,0.000351149861489442,2847.78696980938,TRUE,1.08280835736712,0.187448467519116,0.6258025,0.00672747101773127,0.1304,0.65125,0.21835,"H1 attenuated"
