authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff.ro,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o
"G Hajcak, D Foti-Errors Are Aversive: Defensive Motivation and the Error-Related Negativity",0.38,0.40005965,0.188982237,31,0.01713346,<.05,r = -.38,0.25,0.255412812,43,0.158113883,0.05311503,0.11,r = -.25,0.24640269,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.144646838,-0.13,-0.361563177,0.11,0.05
"G Tabibnia, AB Satpute, MD Lieberman-The sunny side of fairness: Preference for fairness activates reward circuitry (and disregarding unfairness activates self-control circuitry)",0.851679354,1.262235904,0.333333333,12,7.63E-05,prep = .99,t(11) = 5.39,0.828997685,1.184923144,24,0.21821789,2.82E-08,< .0005,z = 5.43,0.398409536,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,-0.07731276,-0.022681669,-0.061250642,0.0005,NA
"GA Alvarez, A Oliva-The representation of simple ensemble visual features outside the focus of attention",0.721890032,0.911580609,0.40824829,9,0.012777527,0.028,t(7) = 2.76,0.922934494,1.608475947,18,0.25819889,2.34E-10,0.0001,t(16)= -9.59,0.483045892,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,0.696895337,0.201044462,0.764491182,1.00E-04,0.028
"GP Lau, AC Kay, SJ Spencer-Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals.",0.384260399,0.40504856,0.174077656,36,0.009987242,prep = .93,"F(1, 34) = 5.89",-0.034279559,-0.034292996,70,0.122169444,0.610529848,0.79,"F(1, 68) = 0.08",0.212669705,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.439341555,-0.418539958,-1.084663912,0.79,NA
"J Winawer, AC Huk, L Boroditsky-A motion aftereffect from still photographs depicting motion",0.685347348,0.839128812,0.19245009,30,6.50E-06,0.00003,t(28) = -4.978,0.527307869,0.586408806,27,0.204124145,0.002034228,0.00471,t(25)=-3.103,0.280541804,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,-0.252720007,-0.158039479,-0.301169502,0.00471,3.00E-05
"JA Richeson, S Trawalter-The threat of appearing prejudiced and race-based attentional biases.",0.371775163,0.390481398,0.2,28,0.025444952,prep = .92,"F(1, 26) = 4.17",0.017674908,0.017676749,66,0.125988158,0.444209568,0.89,"F(1, 64) = .02",0.236374736,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.372804649,-0.354100255,-0.954730881,0.89,NA
"JR Crosby, B Monin, D Richardson-Where do we look during potentially offensive behavior?",0.246947019,0.252158936,NA,71,0.018792327,<.005,"F(3, 69) = 5.15",0.179397898,0.181360495,43.458,0.157216381,0.124337738,0.254,"F(1.48, 41.458) = 1.401",0.19855194,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.070798442,-0.067549121,-0.280769115,0.254,0.005
"JS Nairne, JN Pandeirada, SR Thompson-Adaptive memory: The comparative value of survival processing.",0.445652636,0.479262324,0.213200716,25,0.012290022,"""significant""","F(1, 23) = 5.7",0.423363806,0.451783336,39,0.166666667,0.003357067,0.007,"F(1, 37) = 8.08",0.270614714,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,-0.027478988,-0.02228883,-0.057336008,0.007,NA
"JT Larsen, AR McKibban-Is happiness having what you want, wanting what you have, or both?",0.20996855,0.213138446,0.093658581,117,0.01143211,prep = .92,pr = .21,0.500179963,0.549546124,236,0.065512178,2.46E-17,0.001,pr = 0.497,0.114296874,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,0.336407678,0.290211413,1.578352871,0.001,NA
"KD Vohs, JW Schooler-The value of believing in free will: Encouraging a belief in determinism increases cheating.",0.498149178,0.546841418,0.19245009,30,0.002245294,<.01,t(28) = 3.04,0.102355162,0.10271487,58,0.134839972,0.223103461,0.44,t(56) = -.77,0.234986926,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.444126548,-0.395794016,-0.812166989,0.44,0.01
"L Demany, W Trost, M Serman, C Semal-Auditory change detection: simple sounds are not memorized better than complex sounds",0.496363588,0.544469283,NA,11,0.06178119,0.005,"F(3, 9) = 8.5",0.505151268,0.556198279,14,NA,0.032540523,< .001,"F(3,12)= 13.06",0.464660189,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,0.011728996,0.00878768,0.021542071,0.001,0.005
"LE Williams, JA Bargh-Keeping one's distance: The influence of spatial distance cues on affect and evaluation.",0.233776428,0.238180507,NA,83,0.016571314,prep = .95,"F(2, 81) = 4.97",0.044266281,0.044295228,124,NA,0.31304147,0.787,"F(2,122) = 0.24",0.144098795,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.193885279,-0.189510147,-0.814026644,0.787,NA
"M Tamir, C Mitchell, JJ Gross-Hedonic and instrumental motives in anger regulation.",0.593405778,0.682906656,NA,164,2.26E-18,<.001,"F(2, 162) = 192.89",0.609913782,0.708784059,176,NA,5.68E-21,< .0001,"F(2, 174) = 252.83",0.109505831,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,0.025877403,0.016508004,0.037893031,1.00E-04,0.001
"N Epley, S Akalis, A Waytz, JT Cacioppo-Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.",0.172960188,0.174716537,NA,110,0.035359168,0.01,"F(4, 108) = 3.67",0.061707156,0.061785658,152,NA,0.225367551,0.68,"F(4, 150) = .58",0.126717022,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.112930879,-0.111253032,-0.646366287,0.68,0.01
"N Halevy, G Bornstein, L Sagiv-ñIn_Group Loveî and ñOut_Group Hateî as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm",0.768651993,1.017024924,0.115470054,78,6.39E-19,0,"F(1, 76) = 109.74",0.652982567,0.780480767,38,0.169030851,1.94E-06,0.0001,"F(1, 36) = 26.76",0.204706526,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,-0.236544158,-0.115669426,-0.232584425,1.00E-04,2.22E-16
"N Janssen, FX Alario, A Caramazza-A word-order constraint on phonological activation",0.649955571,0.775221777,0.277350098,16,0.002594168,<.007,t(14) = 3.2,0.497082522,0.545423705,13,0.316227766,0.042283456,0.09,t(11) = 1.9,0.42062225,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.229798071,-0.152873049,-0.296428813,0.09,0.007
"P Bressan, D Stranieri-The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.188662549,0.190949993,0.071981575,196,0.003991806,0.008,"F(1, 194) = 7.16",-0.030172295,-0.030181456,261,0.062257281,0.686085911,0.628,"F(1,259) = 0.236",0.095169933,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.221131449,-0.218834844,-1.158059477,0.628,0.008
"P Bressan, D Stranieri-The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk",0.188662549,0.190949993,0.071981575,196,0.003991806,0.008,"F(1, 194) = 7.16",0.018283411,0.018285449,316,0.056523342,0.373157315,0.746,"F(1,314) = 0.105",0.091521775,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.172664544,-0.170379138,-0.904239595,0.746,0.008
"S Forti, GW Humphreys-Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field",0.722536382,0.912931653,0.288675135,15,0.000782136,prep = .99,"F(1, 13) = 14.2",0.207514339,0.210572424,20,0.242535625,0.192639048,0.369,"F(1,18)=0.81",0.377036951,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.702359229,-0.515022043,-0.76934481,0.369,NA
"S Schnall, J Benton, S Harvey-With a clean conscience: Cleanliness reduces the severity of moral judgments.",0.400010244,0.423661125,0.158113883,43,0.00368696,prep = .97,"F(1, 41) = 7.81",0.002839798,0.002839806,126,0.090166963,0.487437403,0.97,"F(1, 124) = 0.001",0.182016706,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.42082132,-0.397170446,-0.993296988,0.97,NA
"SE Palmer, T Ghose-Extremal edge: a powerful cue to depth perception and figure-ground organization",0.859552403,1.291628325,0.40824829,9,0.000778538,<.001,t(7) = 4.45,0.120073568,0.120655672,9,0.40824829,0.383788855,0.76,t(7) = 0.32,0.577350269,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-1.170972653,-0.739478835,-0.906586384,0.76,0.001
"SJ Heine, EE Buchtel, A Norenzayan-What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness",0.43,0.459896681,0.122169444,70,8.35E-05,X,r = -0.43,0.11,0.110446916,16,0.277350098,0.345233269,0.345233269,r=.-11,0.303065092,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.349449765,-0.32,-0.759844069,0.345233269,NA
"SK Moeller, MD Robinson, DL Zabelina-Personality dominance and preferential use of the vertical dimension of space",0.31,0.320545409,0.141421356,53,0.011707387,<.05,r = -.31,-0.034,-0.03401311,72,0.120385853,0.611233004,0.78,r = 0.034,0.185722249,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.35455852,-0.344,-1.106110116,0.78,0.05
"T Goschke, G Dreisbach-Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.",0.374787884,0.393981877,0.164398987,40,0.008276287,prep = .927,"F(1, 38) = 6.21",0.411336583,0.437218947,95,0.104257207,1.37E-05,0.000035,"F(1, 93)=18.94",0.194670471,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,TRUE,TRUE,0.04323707,0.036548699,0.109743803,3.50E-05,NA
"V Lobue, JS DeLoache-Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children.",0.483442318,0.527466798,0.15249857,46,0.000271262,<.01,"F(1, 44) = 13.42",0.177837588,0.179748763,46,0.15249857,0.119260528,0.237,"F(1, 44) = 1.437",0.215665546,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.347718034,-0.30560473,-0.659222601,0.237,0.01
"Z Estes, M Verges, LW Barsalou-Head up, foot down: Object words orient attention to the objects' typical location.",0.595271914,0.685792015,0.25,19,0.003042477,prep = .97,"F(1, 17) = 9.33",0.25414164,0.259835475,23,0.223606798,0.122613758,0.24,"F(1, 21) = 1.45",0.335410197,"OSC (2015) 
 General Psychology",OSCRPP,NA,NA,NA,FALSE,FALSE,-0.425956541,-0.341130274,-0.621116215,0.24,NA
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.77,1.02,5609,0.013355909,0,<.001,t=90.49,0.100887959,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,2.42,NA,TRUE,TRUE,0.57,0.35,1.266666667,0.001,2.22E-16
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.74,0.96,5627,0.013334519,0,<.001,t=83.66,0.10088513,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,2.23,NA,TRUE,TRUE,0.51,0.32,1.133333333,0.001,2.22E-16
"Rugg, 1941",0.31,0.32,NA,2600,0,NA,No statistical test reported,0.7,0.87,6292,NA,NA,<.001,X^2=3088.7,0.023325254,"Klein et al. (2014)
 Many Labs 1",ML1,0.65,1.96,NA,TRUE,TRUE,0.55,0.39,1.71875,0.001,NA
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.67,0.81,5284,0.013760744,0,<.001,t=65.00,0.10094235,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,1.79,NA,TRUE,TRUE,0.36,0.25,0.8,0.001,2.22E-16
"Jacowitz & Kahneman, 1995",0.42,0.45,0.1,103,0,0,r = .42,0.5,0.56,5362,0.013660233,0,<.001,t=42.86,0.100928697,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,1.17,NA,TRUE,TRUE,0.11,0.08,0.244444444,0.001,2.22E-16
"Nosek, Banaji, & Greenwald, 2002",0.42,0.45,0.064549722,243,0,0,"r = .42, n = 243",0.37,0.39,5623,0.013339263,0,<.001,r=.38,0.0659136,"Klein et al. (2014)
 Many Labs 1",ML1,0.93,0.79,NA,TRUE,TRUE,-0.06,-0.05,-0.133333333,0.001,2.22E-16
"Oppenheimer & Monin, 2009",0.33,0.34,0.133630621,59,0.01,< .05,"t(57) = 2.65, p < .05, Cohen’s d = 0.69",0.29,0.3,5942,0.012976075,0,<.001,t=24.01,0.134259157,"Klein et al. (2014)
 Many Labs 1",ML1,0.69,0.61,NA,TRUE,TRUE,-0.04,-0.04,-0.117647059,0.001,0.05
"Tversky & Kahneman, 1981",0.49,0.54,NA,307,0,NA,No statistical test reported,0.29,0.3,6271,NA,NA,<.001,X^2=516.4,0.058728308,"Klein et al. (2014)
 Many Labs 1",ML1,1.13,0.6,NA,TRUE,TRUE,-0.24,-0.2,-0.444444444,0.001,NA
"Nosek, Banaji, & Greenwald, 2002",0.45,0.49,0.114707867,79,0,1.00E-04,"t(77) = 4.42, p = 10e-5 , d = 1.01",0.26,0.26,5842,0.013086719,0,<.001,t=19.28,0.115451968,"Klein et al. (2014)
 Many Labs 1",ML1,1.01,0.53,NA,TRUE,TRUE,-0.23,-0.19,-0.469387755,0.001,1.00E-04
"Schwarz et al., 1985",0.24,0.25,NA,132,0.01,< .01,"<U+03C7>2(1)= 7.7, p < .01",0.24,0.24,5899,NA,NA,<.001,X^2=342.4,0.089003059,"Klein et al. (2014)
 Many Labs 1",ML1,0.5,0.49,NA,TRUE,TRUE,-0.01,0,-0.04,0.001,0.01
"Hyman and Sheatsley, 1950",0.08,0.08,NA,1618,0,NA,No statistical test reported,0.15,0.15,6276,NA,NA,<.001,X^2=135.3,0.027903555,"Klein et al. (2014)
 Many Labs 1",ML1,0.16,0.3,NA,TRUE,TRUE,0.07,0.07,0.875,0.001,NA
"Oppenheimer et al., 2009",0.11,0.11,0.069006556,213,0.1,0.1,"F(1, 211) = 2.74, p = .1, partial <U+03B7>2=.01",0.13,0.13,6330,0.012571905,0,<.001,t=10.83,0.070142409,"Klein et al. (2014)
 Many Labs 1",ML1,0.227912862,0.27,NA,TRUE,TRUE,0.02,0.02,0.181818182,0.001,0.1
"Husnu & Crisp, 2010",0.39,0.42,0.182574186,33,0.03,0.023,"t(31) = -2.39, p = .023, d = .86",0.06,0.06,6336,0.012565948,0,<.001,t=5.05,0.18300611,"Klein et al. (2014)
 Many Labs 1",ML1,0.86,0.13,NA,TRUE,TRUE,-0.36,-0.33,-0.857142857,0.001,0.023
"Carter et al., 2011; Study 2",0.24,0.25,0.125988158,66,0.05,< .05,"t(64) = -2.04, p < .05",0.01,0.01,4896,0.014295929,0.29,0.379,t=0.88,0.126796646,"Klein et al. (2014)
 Many Labs 1",ML1,0.5,0.03,NA,FALSE,FALSE,-0.24,-0.23,-0.96,0.379,0.05
"Caruso et al., 2012",0.37,0.39,0.19245009,30,0.05,0.043,"t(28) = 2.12, p = .043, d = 0.80",-0.01,-0.01,6333,0.012568925,0.43,0.831,t=-0.79,0.192860092,"Klein et al. (2014)
 Many Labs 1",ML1,0.8,-0.02,NA,FALSE,FALSE,-0.4,-0.38,-1.025641026,0.831,0.043
"Stroop Task (originally from Stroop, 1935, adapted for this project from Inzlicht, M., & Gutsell, J. N. (2007). Running on empty neural signals for self-control failure. Psychological Science, 18(11), 933-937.)",0.71407,0.89545,0.182574186,33,NA,prep = .97,"t(31)= 3.05, prep = .97, d = 1.10",0.41415,0.44061,3337,NA,NA,0,t (3336) =  49.795,0.183393766,"Ebersole et al. (2016)
 Many Labs 3",ML3,2.04,0.91,NA,TRUE,TRUE,-0.45484,-0.29992,-0.507945726,2.22E-16,NA
"Boroditsky, L. (2000). Metaphoric structuring: Understanding time through spatial metaphors. Cognition, 75(1), 1-28.",0.30045,0.31001,NA,281,NA,<.05,"chi^2,(1,  N= 56) = 5.2, p < 0.05",0.1435,0.1445,1335,NA,NA,0,chi^2 (1) =  21.90,0.065938403,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.63,0.29,NA,TRUE,TRUE,-0.16551,-0.15695,-0.533886004,2.22E-16,0.05
"Tversky, A., & Kahneman, D. (1973). Availability: A heuristic for judging frequency and probability. Cognitive psychology, 5(2), 207-232.",0.37935,0.3993,0.081923192,152,NA,< .001,"p < .001, by sign test",0.04495,0.04498,3088,NA,NA,0.01252,Psdep  (NA) =  .522,0.083878236,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.82,0.09,NA,TRUE,TRUE,-0.35432,-0.3344,-0.887352868,0.01252,0.001
"Galinsky, A. D., Magee, J. C., Inesi, M. E., & Gruenfeld, D. H. (2006). Power and perspectives not taken. Psychological Science, 17(12), 1068-1074.",0.35929,0.37607,0.160128154,42,NA,prep = .93,"t(40) = 2.47, prep = .93, d = 0.77.",0.015,0.015,2969,NA,NA,0.41406,t (2967) =  .89,0.16117748,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.77,0.03,NA,FALSE,FALSE,-0.36107,-0.34429,-0.960113809,0.41406,NA
"Jostmann, N. B., Lakens, D., & Schubert, T. W. (2009). Weight as an embodiment of importance. Psychological science, 20(9), 1169-1174.",0.28295,0.29088,0.145864991,50,NA,<.05,"F(1, 49) 5 4.33, p < .05, prep 5 .92, partial eta^2 = .08.",0.015,0.015,2285,NA,NA,0.47374,t (2283) =  .61,0.147359451,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.59,0.03,NA,FALSE,FALSE,-0.27588,-0.26795,-0.948432343,0.47374,0.05
"Szymkow, A., Chandler, J., IJzerman, H., Parzuchowski, M., & Wojciszke, B. (2013). Warmer hearts, warmer rooms. Social Psychology, 44(2), 167-176.",0.39503,0.41774,0.113960576,80,NA,< .001,"t(78) = 3.85, p < .001, d = .86",0.005,0.005,3119,NA,NA,0.78018,t (3117) =  .22,0.115360033,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.86,0.01,NA,FALSE,FALSE,-0.41274,-0.39003,-0.988030833,0.78018,0.001
"Cacioppo, J. T., Petty, R. E., & Morris, K. J. (1983). Effects of need for cognition on message evaluation, recall, and persuasion. Journal of personality and social psychology, 45(4), 805.",0.411701255,0.0849,0.0949158,114,NA,< .001,"F(1, 110) = 22.45, p< .001",0.007391541,0,2365,NA,NA,0.99998,"F (1, 2361) =  .129",0.097120436,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.17,1.00E-06,NA,FALSE,FALSE,-0.0849,-0.404309714,-1,0.99998,0.001
"Monin, B., & Miller, D. T. (2001). Moral credentials and the expression of prejudice. Journal of personality and social psychology, 81(1), 33.",0.147296478,0.02,NA,200,NA,<.05,"F(2, 194) = 4.4, p < .05",0.000357485,0.00015,3134,NA,NA,0.9933,"F (1, 3130) = .0004",0.073454264,"Ebersole et al. (2016)
 Many Labs 3",ML3,0.04,3.00E-04,NA,FALSE,FALSE,-0.01985,-0.146938993,-0.9925,0.9933,0.05
"Ackerman et al. (2010), Science",0.26972803,0.27657049,0.140028008,54,NA,0.048559953,"F(1,52)=4.0799999",0.086246702,0.08646151,858,0.034259435,NA,0.01161176,NA,0.144143795,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.19010898,-0.183481328,-0.687379842,0.01161176,0.048559953
"Aviezer et al. (2012), Science",0.9613806,1.963824576,0.288675135,15,NA,3.10E-09,t(14)=13.07,0.82887018,1.184515609,14,0.090909091,NA,0.000133822,NA,0.417423555,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.779308967,-0.13251042,-0.396832271,0.000133822,3.10E-09
"Balafoutas and Sutter (2012), Science",0.27788922,0.285393193,NA,72,NA,0.017756648,Chi2(1)=5.6199999,0.14641742,0.14747739,243,NA,NA,0.022329835,NA,0.136599489,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.137915804,-0.1314718,-0.483248398,0.022329835,0.017756648
"Derex et al. (2013), Nature",0.52465248,0.582737812,NA,51,NA,5.41E-05,Chi2(1)=16.299999,0.36050302,0.37746394,65,NA,NA,0.002957182,NA,0.19225599,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.205273872,-0.16414946,-0.352257684,0.002957182,5.41E-05
"Duncan et al. (2012), Science",0.67359084,0.817287557,0.288675135,15,NA,0.00422795,t(14)=3.4100001,0.372475708,0.391294546,128,0.090535746,NA,1.55E-05,NA,0.302214052,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.425993011,-0.301115132,-0.52122782,1.55E-05,0.00422795
"Gervais and Norenzayan (2012), Science",0.28914034,0.297627923,0.136082763,57,NA,0.029151877,t(55)=2.24,-0.041177437,-0.041200734,755,0.036539205,NA,0.259498984,NA,0.140884015,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.338828657,-0.330317777,-1.138430338,0.259498984,0.029151877
"Gneezy et al. (2014), Science",0.2229694,0.226778692,0.075592895,178,NA,0.002699796,z=3,0.18233825,0.184400291,407,0.002475248,NA,0.000210226,NA,0.09049604,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.042378401,-0.04063115,-0.186871175,0.000210226,0.002699796
"Hauser et al. (2014), Nature",0.81581438,1.144172643,0.164398987,40,NA,1.43E-10,t(38)=8.6960001,0.83205014,1.194762716,22,0.052631579,NA,1.58E-06,NA,0.282238562,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,0.050590072,0.01623576,0.044215419,1.58E-06,1.43E-10
"Janssen et al. (2010), Science",0.63140059,0.743741869,0.129099445,63,NA,8.36E-09,z=5.7610002,0.34381703,0.358414853,42,0.025641026,NA,0.025201498,NA,0.205688338,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.385327016,-0.28758356,-0.518092408,0.025201498,8.36E-09
"Karpicke and Blunt (2011), Science",0.60227638,0.696711646,0.164398987,40,NA,3.93E-05,"F(1,38)=21.629999",0.38413259,0.404898618,49,0.02173913,NA,0.005886077,NA,0.220830608,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.291813028,-0.21814379,-0.418843333,0.005886077,3.93E-05
"Kidd and Castano (2013), Science",0.26906911,0.275860006,0.10976426,86,NA,0.013326087,"F(1,82)=6.4000001",-0.038186311,-0.038204888,999,0.031734041,NA,0.228624869,NA,0.114246264,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.314064894,-0.307255421,-1.138493754,0.228624869,0.013326087
"Kovacs et al. (2010), Science",0.45049948,0.485326762,0.21821789,24,NA,0.023826132,t(23)=2.4200001,0.58620399,0.671862945,95,0.010869565,NA,3.50E-10,NA,0.241844191,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,0.186536183,0.13570451,0.384351734,3.50E-10,0.023826132
"Lee and Schwarz (2010), Science",0.38813424,0.40960147,0.164398987,40,NA,0.013330429,"F(1,38)=6.7399998",-0.052877366,-0.052926731,409,0.049813548,NA,0.288010253,NA,0.171726763,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.4625282,-0.441011606,-1.129215188,0.288010253,0.013330429
"Morewedge et al. (2010), Science",0.45311347,0.488611207,0.185695338,32,NA,0.009205938,t(30)=2.7839999,0.3546918,0.370800611,89,0.011627907,NA,0.000648563,NA,0.214733941,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.117810596,-0.09842167,-0.241113168,0.000648563,0.009205938
"Nishi et al. (2015), Nature",0.2005827,0.203339607,0.07124705,200,NA,0.004401038,t(198)=2.881,0.11604169,0.116566799,480,0.002096436,NA,0.010949132,NA,0.084691075,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.086772808,-0.08454101,-0.426738348,0.010949132,0.004401038
"Pyc and Rawson (2010), Science",0.37653738,0.396018834,0.174077656,36,NA,0.023603488,t(34)=2.3699999,0.149356689,0.150482382,438,0.048112522,NA,0.001761694,NA,0.180559909,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.245536452,-0.227180691,-0.620012056,0.001761694,0.023603488
"Ramirez and Beilock (2011), Science",0.79315537,1.079882096,0.242535625,20,NA,3.02E-05,"F(1,18)=30.530001",-0.09286841,-0.093136783,105,0.100503782,NA,0.354082687,NA,0.261968416,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-1.173018879,-0.88602378,-1.086247178,0.354082687,3.02E-05
"Rand et al. (2012), Nature",0.14098142,0.141926757,0.054232614,343,NA,0.008870634,z=2.6170001,0.026633484,0.026639785,3150,0.017834409,NA,0.135246318,NA,0.057087121,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.115286973,-0.114347936,-0.812299068,0.135246318,0.008870634
"Shah et al. (2012), Science",0.267445,0.274109959,0.137360564,56,NA,0.046294663,"F(1,54)=4.1599998",-0.03736263,-0.03738003,897,0.033501261,NA,0.264516399,NA,0.141373593,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.311489989,-0.30480763,-1.136368741,0.264516399,0.046294663
"Sparrow et al. (2011), Science",0.36764622,0.385698719,0.123091491,69,NA,0.001742118,t(68)=3.26,0.067974005,0.068078986,338,0.05488213,NA,0.214805979,NA,0.134672157,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,FALSE,FALSE,-0.317619733,-0.299672215,-0.823491801,0.214805979,0.001742118
"Wilson et al. (2014), Science,",0.67416495,0.818339255,0.19245009,30,NA,4.41E-05,t(28)=4.8299999,0.5935989,0.683204797,39,0.027777778,NA,6.80E-05,NA,0.254587539,"Camerer, et al. (2018)
 Nature Science",natSci,NA,NA,NA,TRUE,TRUE,-0.135134459,-0.08056605,-0.165132563,6.80E-05,4.41E-05
Abeler et al. (AER 2011),0.18,0.181982689,NA,120,NA,0.046,regression model,0.08,0.080171325,318,NA,NA,0.16,NA,0.108266392,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,FALSE,FALSE,-0.101811364,-0.1,-0.559456311,0.16,0.046
Ambrus and Greiner (AER 2012),0.31,0.320545409,NA,117,NA,0.057,regression model,0.23,0.234189467,357,NA,NA,0.012,NA,0.107688386,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.086355943,-0.08,-0.269403149,0.012,0.057
Bartling et al. (AER 2012),0.72,0.907644983,NA,216,NA,0.007,"Wilcoxon-Mann-Whitney test, p = .007",0.66,0.792813632,360,NA,NA,0.001,NA,0.08657919,"Camerer et al. (2016)
 Economics",econ,NA,NA,NA,TRUE,TRUE,-0.114831351,-0.06,-0.126515712,0.001,0.007
